title,company,location,salary,job_type,work_arrangement,date_posted,job_link,country,source
Business Analyst (AM) (Business Analyst),CB Bank,Yangon,Negotiable,,,07 Apr 2025,https://www.jobnet.com.mm/job/business-analyst-am-cb-bank/113020,MM,jobnetmm
Project Manager (IPTV Project) (IT Project Manager),MYW Technologies,Yangon,Negotiable,,,04 Apr 2025,https://www.jobnet.com.mm/job/project-manager-iptv-project-myw-technologies/110005,MM,jobnetmm
Senior Network Administrator (Network Engineer ),CoreBridge Company Limited,Yangon,Negotiable,,,04 Apr 2025,https://www.jobnet.com.mm/job/senior-network-administrator-corebridge-company-limited/112970,MM,jobnetmm
Data Scientist (Data Analyst),Hana Microfinance Ltd,Yangon,Negotiable,,,04 Apr 2025,https://www.jobnet.com.mm/job/data-scientist-hana-microfinance-ltd/112969,MM,jobnetmm
IT Associate (SAP) (Software Developer),PME & AG Holding,Yangon,Negotiable,,,03 Apr 2025,https://www.jobnet.com.mm/job/it-associate-sap-pme-and-ag-holding/112919,MM,jobnetmm
Enterprise Security Architect,ATOM,Yangon,Negotiable,,,03 Apr 2025,https://www.jobnet.com.mm/job/enterprise-security-architect-atom/111753,MM,jobnetmm
IT Assistant (IT Support),BrainWorks-Total International School,Yangon,Negotiable,,,02 Apr 2025,https://www.jobnet.com.mm/job/it-assistant-brainworks-total-international-school/112856,MM,jobnetmm
General Manager (IT) (IT Project Manager),"Cho Cho Co.,Ltd",Yangon,Negotiable,,,02 Apr 2025,https://www.jobnet.com.mm/job/general-manager-it-cho-cho-co-ltd/112854,MM,jobnetmm
Site Reliability Engineer (L1),Wave Money,Yangon,Negotiable,,,31 Mar 2025,https://www.jobnet.com.mm/job/site-reliability-engineer-l1-wave-money/111097,MM,jobnetmm
QA Manager,Wave Money,Yangon,Negotiable,,,31 Mar 2025,https://www.jobnet.com.mm/job/qa-manager-wave-money/110785,MM,jobnetmm
Development Team Lead (Software Developer),"NearMe Co.,Ltd",Yangon,Negotiable,,,31 Mar 2025,https://www.jobnet.com.mm/job/development-team-lead-nearme-co-ltd/111936,MM,jobnetmm
Senior Engineer (Cyber Security) (IT Security Manager),"Netstrix Co.,Ltd",Yangon,Negotiable,,,28 Mar 2025,https://www.jobnet.com.mm/job/senior-engineer-cyber-security-netstrix-co-ltd/111785,MM,jobnetmm
"Senior Manager/VP, Architecture & Solution Design",ATOM,Yangon,Negotiable,,,24 Mar 2025,https://www.jobnet.com.mm/job/senior-manager-vp-architecture-and-solution-design-atom/111640,MM,jobnetmm
"Analyst, Infrastructure & EUS",AIA Myanmar,Yangon,Negotiable,,,24 Mar 2025,https://www.jobnet.com.mm/job/analyst-infrastructure-and-eus-aia-myanmar/111340,MM,jobnetmm
Senior Software Engineer (Go),Wave Money,Yangon,Negotiable,,,24 Mar 2025,https://www.jobnet.com.mm/job/senior-software-engineer-go-wave-money/110782,MM,jobnetmm
Iot Engineer,Wave Money,Yangon,Negotiable,,,24 Mar 2025,https://www.jobnet.com.mm/job/iot-engineer-wave-money/110779,MM,jobnetmm
Programmer (Junior Software Engineer) (Software Developer),"Myanmar DCR Co.,Ltd",Yangon,Negotiable,,,24 Mar 2025,https://www.jobnet.com.mm/job/programmer-junior-software-engineer-myanmar-dcr-co-ltd/111199,MM,jobnetmm
Oracle Support (Opera PMS & Micros POS) (Database Administrator ),"Infotel Myanmar Co.,Ltd",Yangon,Negotiable,,,21 Mar 2025,https://www.jobnet.com.mm/job/oracle-support-opera-pms-and-micros-pos-infotel-myanmar-co-ltd/110694,MM,jobnetmm
Database Administrator (Core Banking Unit) (Database Administrator ),SATHAPANA Limited Myanmar,Yangon,Negotiable,,,17 Mar 2025,https://www.jobnet.com.mm/job/database-administrator-core-banking-unit-sathapana-limited-myanmar/112180,MM,jobnetmm
Senior Web Developer,"Global Technology Co.,Ltd (GlobalNet)",Yangon,Negotiable,,,17 Mar 2025,https://www.jobnet.com.mm/job/senior-web-developer-global-technology-co-ltd-globalnet/84912,MM,jobnetmm
IT Officer (IT Support),SLG Education (SIS Myanmar),Yangon,Negotiable,,,17 Mar 2025,https://www.jobnet.com.mm/job/it-officer-slg-education-sis-myanmar/111560,MM,jobnetmm
Billing & Charging Senior Engineer (L2 Support) (System Analyst),Ooredoo Myanmar,Yangon,Negotiable,,,10 Mar 2025,https://www.jobnet.com.mm/job/billing-and-charging-senior-engineer-l2-support-ooredoo-myanmar/111923,MM,jobnetmm
MIS Specialist (Assistant Supervisor) (Database Administrator ),KBZ Bank,Yangon,Negotiable,,,10 Mar 2025,https://www.jobnet.com.mm/job/mis-specialist-assistant-supervisor-kbz-bank/111915,MM,jobnetmm
IT Infra Engineer,Dai-ichi Life Insurance Myanmar Ltd.,Yangon,Negotiable,,,07 Mar 2025,https://www.jobnet.com.mm/job/it-infra-engineer-dai-ichi-life-insurance-myanmar-ltd/111837,MM,jobnetmm
IT Junior Executive (IT Support),HAGL Myanmar,Yangon,Negotiable,,,07 Mar 2025,https://www.jobnet.com.mm/job/it-junior-executive-hagl-myanmar/111782,MM,jobnetmm
Senior Software Engineer (Software Developer),"Ace Data Systems Co.,Ltd",Yangon,Negotiable,,,06 Mar 2025,https://www.jobnet.com.mm/job/senior-software-engineer-ace-data-systems-co-ltd/110379,MM,jobnetmm
ERP Software Executive (System Analyst),Asia Strategic Holdings,Yangon,Negotiable,,,06 Mar 2025,https://www.jobnet.com.mm/job/erp-software-executive-asia-strategic-holdings/111733,MM,jobnetmm
Sharepoint Developer,CB Bank,Yangon,Negotiable,,,05 Mar 2025,https://www.jobnet.com.mm/job/sharepoint-developer-cb-bank/110425,MM,jobnetmm
Senior Data Engineer,Wave Money,Yangon,Negotiable,,,05 Mar 2025,https://www.jobnet.com.mm/job/senior-data-engineer-wave-money/110774,MM,jobnetmm
"Senior Manager, Digital Channel",ATOM,Yangon,Negotiable,,,04 Mar 2025,https://www.jobnet.com.mm/job/senior-manager-digital-channel-atom/111645,MM,jobnetmm
IT Operation - SOC (Team Manager) (IT Security Manager),MPT - Myanma Posts & Telecommunications,Yangon,Negotiable,,,04 Mar 2025,https://www.jobnet.com.mm/job/it-operation-soc-team-manager-mpt-myanma-posts-and-telecommunications/111638,MM,jobnetmm
Junior NOC Engineer,MARGA GROUP,Yangon,Negotiable,,,04 Mar 2025,https://www.jobnet.com.mm/job/junior-noc-engineer-marga-group/111626,MM,jobnetmm
Senior Data Analyst (Data Analyst),Ooredoo Myanmar,Yangon,Negotiable,,,04 Mar 2025,https://www.jobnet.com.mm/job/senior-data-analyst-ooredoo-myanmar/110829,MM,jobnetmm
Assistant Data Analyst (Data Analyst),KBZ Bank,Yangon,Negotiable,,,04 Mar 2025,https://www.jobnet.com.mm/job/assistant-data-analyst-kbz-bank/107862,MM,jobnetmm
IT Assistant,MARGA GROUP,Yangon,Negotiable,,,04 Mar 2025,https://www.jobnet.com.mm/job/it-assistant-marga-group/111596,MM,jobnetmm
IT Executive (IT Support),Myanmar Mamee-Double Decker Ltd.,Yangon,"Up to 800,000 Ks",,,03 Mar 2025,https://www.jobnet.com.mm/job/it-executive-myanmar-mamee-double-decker-ltd/111567,MM,jobnetmm
Core Network Engineer (Network Engineer ),MaxxB Fiber Internet,Yangon,"Up to 650,000 Ks",,,01 Mar 2025,https://www.jobnet.com.mm/job/core-network-engineer-maxxb-fiber-internet/111534,MM,jobnetmm
IT Executive (IT Support),,Yangon,Negotiable,,,28 Feb 2025,https://www.jobnet.com.mm/job/it-executive/111490,MM,jobnetmm
Junior IT Operation Support (ATM) (IT Support),KBZ Bank,Yangon,Negotiable,,,27 Feb 2025,https://www.jobnet.com.mm/job/junior-it-operation-support-atm-kbz-bank/111474,MM,jobnetmm
Senior Web Application Developer,"Source Code Co.,Ltd",Yangon,Negotiable,,,27 Feb 2025,https://www.jobnet.com.mm/job/senior-web-application-developer-source-code-co-ltd/110651,MM,jobnetmm
Data Analyst (Risk Management) (Data Analyst),Hana Microfinance Ltd,Yangon,Negotiable,,,27 Feb 2025,https://www.jobnet.com.mm/job/data-analyst-risk-management-hana-microfinance-ltd/111450,MM,jobnetmm
CRM Engineer (L1 Support),Ooredoo Myanmar,Yangon,Negotiable,,,26 Feb 2025,https://www.jobnet.com.mm/job/crm-engineer-l1-support-ooredoo-myanmar/106209,MM,jobnetmm
Head Of Engineering (Network Engineer ),"Horizon Telecom International Co.,Ltd",Yangon,Negotiable,,,26 Feb 2025,https://www.jobnet.com.mm/job/head-of-engineering-horizon-telecom-international-co-ltd/111438,MM,jobnetmm
Internship Program - KBZ Bank (IT Support),KBZ Bank,Yangon,Negotiable,,,26 Feb 2025,https://www.jobnet.com.mm/job/internship-program-kbz-bank-kbz-bank/111427,MM,jobnetmm
Digital Product Management Lead (IT Project Manager),KBZ Bank,Yangon,Negotiable,,,26 Feb 2025,https://www.jobnet.com.mm/job/digital-product-management-lead-kbz-bank/111406,MM,jobnetmm
Senior Application Support Engineer (IT Support),Yoma Bank,Yangon,Negotiable,,,25 Feb 2025,https://www.jobnet.com.mm/job/senior-application-support-engineer-yoma-bank/111350,MM,jobnetmm
IT Infrastructure Specialist (IT Support),AA Medical Product Ltd,Yangon,Negotiable,,,25 Feb 2025,https://www.jobnet.com.mm/job/it-infrastructure-specialist-aa-medical-product-ltd/111333,MM,jobnetmm
Sr. Network Engineer (Mobile Service Performance) (Data Analyst),MPT - Myanma Posts & Telecommunications,Yangon,Negotiable,,,24 Feb 2025,https://www.jobnet.com.mm/job/sr-network-engineer-mobile-service-performance-mpt-myanma-posts-and-telecommunications/110843,MM,jobnetmm
ASP.Net Developer,Mahar Bawga Group of Companies,Yangon,"Up to 1,500,000 Ks",,,24 Feb 2025,https://www.jobnet.com.mm/job/aspnet-developer-mahar-bawga-group-of-companies/110761,MM,jobnetmm
Javascript Developer,Mahar Bawga Group of Companies,Yangon,"Up to 1,500,000 Ks",,,24 Feb 2025,https://www.jobnet.com.mm/job/javascript-developer-mahar-bawga-group-of-companies/110760,MM,jobnetmm
Project Lead (PMO) (Business Analyst),Hana Microfinance Ltd,Yangon,Negotiable,,,24 Feb 2025,https://www.jobnet.com.mm/job/project-lead-pmo-hana-microfinance-ltd/111224,MM,jobnetmm
Software Engineer (Software Developer),"Myanmar DCR Co.,Ltd",Yangon,Negotiable,,,21 Feb 2025,https://www.jobnet.com.mm/job/software-engineer-myanmar-dcr-co-ltd/111197,MM,jobnetmm
Full Stack Developer (Vue & Laravel) (Software Developer),"PLUS IMPACT Co.,Ltd",Yangon,Negotiable,,,21 Feb 2025,https://www.jobnet.com.mm/job/full-stack-developer-vue-and-laravel-plus-impact-co-ltd/110851,MM,jobnetmm
"UI UX Team Lead, A Bank Head Office (UI UX Designer )",A Bank,Yangon,Negotiable,,,21 Feb 2025,https://www.jobnet.com.mm/job/ui-ux-team-lead-a-bank-head-office-a-bank/111160,MM,jobnetmm
"Mobile Developer, A Bank Head Office (Mobile Developer)",A Bank,Yangon,Negotiable,,,21 Feb 2025,https://www.jobnet.com.mm/job/mobile-developer-a-bank-head-office-a-bank/111157,MM,jobnetmm
Power Platform Developer,Dai-ichi Life Insurance Myanmar Ltd.,Yangon,Negotiable,,,20 Feb 2025,https://www.jobnet.com.mm/job/power-platform-developer-dai-ichi-life-insurance-myanmar-ltd/110731,MM,jobnetmm
Analyst Programmer (Software Developer),KBZMS,Yangon,Negotiable,,,20 Feb 2025,https://www.jobnet.com.mm/job/analyst-programmer-kbzms/111117,MM,jobnetmm
Full Stack Developer,Wave Money,Yangon,Negotiable,,,20 Feb 2025,https://www.jobnet.com.mm/job/full-stack-developer-wave-money/108537,MM,jobnetmm
".Net Technical Developer, A Bank Head Office",A Bank,Yangon,Negotiable,,,19 Feb 2025,https://www.jobnet.com.mm/job/net-technical-developer-a-bank-head-office-a-bank/104717,MM,jobnetmm
"Java Developer, A Bank Head Office",A Bank,Yangon,Negotiable,,,19 Feb 2025,https://www.jobnet.com.mm/job/java-developer-a-bank-head-office-a-bank/108540,MM,jobnetmm
Senior Full-Stack Developer (Laravel) (Software Developer),"A2000 Myanmar Co., Ltd",Yangon,"Up to 1,600,000 Ks",,,18 Feb 2025,https://www.jobnet.com.mm/job/senior-full-stack-developer-laravel-a2000-myanmar-co-ltd/111027,MM,jobnetmm
IT Application Specialist (IT Support),AA Medical Product Ltd,Yangon,Negotiable,,,18 Feb 2025,https://www.jobnet.com.mm/job/it-application-specialist-aa-medical-product-ltd/111009,MM,jobnetmm
Junior Android Developer (Software Developer),Yoma Bank,Yangon,Negotiable,,,18 Feb 2025,https://www.jobnet.com.mm/job/junior-android-developer-yoma-bank/110979,MM,jobnetmm
Network & System Engineer,Myanmar Metro Bank,Yangon,Negotiable,,,18 Feb 2025,https://www.jobnet.com.mm/job/network-and-system-engineer-myanmar-metro-bank/102849,MM,jobnetmm
Senior Manager - Solution Architect,Yoma Bank,Yangon,Negotiable,,,18 Feb 2025,https://www.jobnet.com.mm/job/senior-manager-solution-architect-yoma-bank/105849,MM,jobnetmm
IT Governance Manager (ITSM Manager),Capital Diamond Star Group (CDSG),Yangon,Negotiable,,,18 Feb 2025,https://www.jobnet.com.mm/job/it-governance-manager-capital-diamond-star-group-cdsg/110973,MM,jobnetmm
Senior Frontend Developer (Software Developer),"A2000 Myanmar Co., Ltd",Yangon,Negotiable,,,17 Feb 2025,https://www.jobnet.com.mm/job/senior-frontend-developer-a2000-myanmar-co-ltd/110933,MM,jobnetmm
Business Analyst (Core) (Business Analyst),KBZ Bank,Yangon,Negotiable,,,17 Feb 2025,https://www.jobnet.com.mm/job/business-analyst-core-kbz-bank/110929,MM,jobnetmm
Web Developer (Software Developer),Myanmar Information Technology Pte. Ltd. (MIT),Yangon,Negotiable,,,15 Feb 2025,https://www.jobnet.com.mm/job/web-developer-myanmar-information-technology-pte-ltd-mit/110861,MM,jobnetmm
Senior Mobile Engineer (React Native),Wave Money,Yangon,Negotiable,,,11 Feb 2025,https://www.jobnet.com.mm/job/senior-mobile-engineer-react-native-wave-money/110741,MM,jobnetmm
.Net Developer/ System Analyst,Dai-ichi Life Insurance Myanmar Ltd.,Yangon,Negotiable,,,11 Feb 2025,https://www.jobnet.com.mm/job/net-developer-system-analyst-dai-ichi-life-insurance-myanmar-ltd/110705,MM,jobnetmm
Business Solution Manager(SAP S4 Hana),Win Brothers Group of Companies Limited,Yangon,Negotiable,,,10 Feb 2025,https://www.jobnet.com.mm/job/business-solution-managersap-s4-hana-win-brothers-group-of-companies-limited/110674,MM,jobnetmm
Senior Full-Stack Developer (Python),Ooredoo Myanmar,Yangon,Negotiable,,,10 Feb 2025,https://www.jobnet.com.mm/job/senior-full-stack-developer-python-ooredoo-myanmar/105865,MM,jobnetmm
Senior Full-Stack Developer (Laravel),Ooredoo Myanmar,Yangon,Negotiable,,,10 Feb 2025,https://www.jobnet.com.mm/job/senior-full-stack-developer-laravel-ooredoo-myanmar/105863,MM,jobnetmm
Senior Frontend Developer,Ooredoo Myanmar,Yangon,Negotiable,,,09 Feb 2025,https://www.jobnet.com.mm/job/senior-frontend-developer-ooredoo-myanmar/105867,MM,jobnetmm
Deputy Chief Engineer (Solution Architect),"Global Technology Co.,Ltd (GlobalNet)",Yangon,Negotiable,,,07 Feb 2025,https://www.jobnet.com.mm/job/deputy-chief-engineer-solution-architect-global-technology-co-ltd-globalnet/109003,MM,jobnetmm
Senior Product Owner (Business Analyst),Capital Diamond Star Group (CDSG),Yangon,Negotiable,,,06 Feb 2025,https://www.jobnet.com.mm/job/senior-product-owner-capital-diamond-star-group-cdsg/110547,MM,jobnetmm
Project Coordinator,"Cho Cho Co.,Ltd",Yangon,Negotiable,,,06 Feb 2025,https://www.jobnet.com.mm/job/project-coordinator-cho-cho-co-ltd/110526,MM,jobnetmm
Application Consultant,Myanmar Information Technology Pte. Ltd. (MIT),Yangon,Negotiable,,,05 Feb 2025,https://www.jobnet.com.mm/job/application-consultant-myanmar-information-technology-pte-ltd-mit/110522,MM,jobnetmm
IT Manager,Myanmar International School Yangon,Yangon,Negotiable,,,03 Feb 2025,https://www.jobnet.com.mm/job/it-manager-myanmar-international-school-yangon/110371,MM,jobnetmm
